comment_id,session_id,paradigm,coder1_severity,coder1_type,coder1_action,coder2_severity,coder2_type,coder2_action
454,97,functional,major,design,should_fix,major,performance,should_fix
455,97,functional,minor,performance,consider_fixing,minor,performance,should_fix
456,97,functional,critical,performance,must_fix,critical,performance,must_fix
457,98,object_oriented,minor,design,consider_fixing,minor,design,consider_fixing
458,98,object_oriented,major,performance,should_fix,major,performance,should_fix
459,98,object_oriented,minor,documentation,should_fix,minor,documentation,should_fix
460,98,object_oriented,major,documentation,should_fix,major,documentation,should_fix
461,98,object_oriented,trivial,style,ignore,trivial,style,ignore
462,99,procedural,minor,bug,consider_fixing,major,bug,consider_fixing
463,99,procedural,minor,bug,consider_fixing,minor,bug,consider_fixing
464,100,object_oriented,minor,design,consider_fixing,major,design,consider_fixing
465,100,object_oriented,minor,bug,should_fix,minor,bug,must_fix
466,100,object_oriented,major,design,should_fix,trivial,design,should_fix
467,100,object_oriented,minor,style,consider_fixing,minor,style,consider_fixing
468,100,object_oriented,critical,style,must_fix,critical,style,must_fix
469,100,object_oriented,major,bug,should_fix,major,bug,should_fix
470,100,object_oriented,minor,bug,should_fix,minor,bug,should_fix
471,100,object_oriented,trivial,bug,ignore,trivial,bug,ignore
472,101,procedural,major,documentation,should_fix,major,documentation,should_fix
473,101,procedural,trivial,performance,ignore,trivial,documentation,ignore
474,101,procedural,major,design,should_fix,major,style,should_fix
475,101,procedural,trivial,bug,ignore,trivial,bug,ignore
476,101,procedural,critical,style,must_fix,critical,style,must_fix
477,101,procedural,major,style,must_fix,major,style,must_fix
478,101,procedural,critical,design,must_fix,major,design,must_fix
479,101,procedural,major,style,should_fix,major,performance,should_fix
480,101,procedural,critical,design,should_fix,major,design,should_fix
481,102,functional,minor,performance,consider_fixing,minor,performance,consider_fixing
482,102,functional,minor,bug,consider_fixing,minor,bug,consider_fixing
483,102,functional,trivial,bug,should_fix,minor,bug,should_fix
484,103,procedural,major,documentation,must_fix,major,documentation,must_fix
485,103,procedural,minor,style,consider_fixing,minor,style,consider_fixing
486,103,procedural,major,style,should_fix,major,style,should_fix
487,103,procedural,major,performance,should_fix,critical,performance,should_fix
488,104,functional,minor,design,consider_fixing,trivial,design,consider_fixing
489,104,functional,minor,design,consider_fixing,minor,design,consider_fixing
490,104,functional,minor,documentation,consider_fixing,minor,documentation,should_fix
491,104,functional,minor,design,should_fix,minor,design,should_fix
492,105,object_oriented,major,documentation,should_fix,major,documentation,should_fix
493,105,object_oriented,minor,style,should_fix,minor,style,should_fix
494,105,object_oriented,minor,bug,ignore,trivial,bug,ignore
495,105,object_oriented,trivial,bug,ignore,trivial,bug,ignore
496,106,functional,major,documentation,should_fix,critical,documentation,should_fix
497,106,functional,critical,style,must_fix,critical,design,should_fix
498,106,functional,major,bug,should_fix,major,bug,should_fix
499,106,functional,major,design,should_fix,major,design,consider_fixing
500,106,functional,critical,performance,must_fix,critical,performance,must_fix
501,106,functional,major,bug,should_fix,major,bug,should_fix
502,106,functional,minor,performance,consider_fixing,minor,performance,consider_fixing
503,106,functional,trivial,documentation,should_fix,critical,performance,should_fix
504,106,functional,minor,performance,consider_fixing,minor,performance,should_fix
505,107,object_oriented,minor,bug,consider_fixing,minor,bug,consider_fixing
506,107,object_oriented,critical,documentation,must_fix,critical,documentation,must_fix
507,107,object_oriented,minor,style,should_fix,major,style,should_fix
508,107,object_oriented,minor,style,consider_fixing,trivial,style,consider_fixing
509,107,object_oriented,minor,design,consider_fixing,minor,design,should_fix
510,108,procedural,critical,documentation,must_fix,critical,documentation,must_fix
511,108,procedural,trivial,bug,ignore,trivial,bug,ignore
512,108,procedural,major,performance,must_fix,major,performance,must_fix
513,108,procedural,critical,bug,must_fix,critical,bug,must_fix
514,108,procedural,critical,bug,must_fix,critical,bug,must_fix
515,108,procedural,critical,bug,must_fix,critical,bug,must_fix
516,109,object_oriented,trivial,style,consider_fixing,trivial,style,consider_fixing
517,109,object_oriented,critical,bug,ignore,critical,bug,consider_fixing
518,109,object_oriented,trivial,performance,ignore,trivial,performance,ignore
519,109,object_oriented,minor,bug,should_fix,minor,design,should_fix
520,109,object_oriented,major,style,must_fix,major,style,must_fix
521,109,object_oriented,major,design,must_fix,critical,documentation,must_fix
522,109,object_oriented,major,style,should_fix,major,design,should_fix
523,110,procedural,trivial,bug,ignore,trivial,bug,ignore
524,110,procedural,critical,performance,must_fix,major,performance,must_fix
525,110,procedural,minor,style,should_fix,minor,style,must_fix
526,110,procedural,trivial,design,consider_fixing,trivial,bug,consider_fixing
527,110,procedural,trivial,documentation,consider_fixing,trivial,documentation,should_fix
528,110,procedural,minor,bug,consider_fixing,minor,bug,consider_fixing
529,110,procedural,critical,design,must_fix,critical,design,must_fix
530,110,procedural,major,design,consider_fixing,major,style,consider_fixing
531,110,procedural,critical,design,must_fix,critical,design,must_fix
532,110,procedural,critical,design,must_fix,critical,design,must_fix
533,111,functional,major,design,must_fix,critical,design,must_fix
534,111,functional,minor,documentation,consider_fixing,minor,documentation,consider_fixing
535,111,functional,major,style,should_fix,major,style,should_fix
536,111,functional,minor,bug,consider_fixing,major,bug,consider_fixing
537,111,functional,minor,style,should_fix,trivial,performance,should_fix
538,111,functional,trivial,documentation,ignore,trivial,documentation,ignore
539,111,functional,critical,design,must_fix,critical,design,must_fix
540,111,functional,major,performance,must_fix,major,performance,must_fix
541,111,functional,minor,documentation,consider_fixing,major,performance,consider_fixing
542,111,functional,major,bug,should_fix,critical,bug,should_fix
543,112,procedural,major,documentation,should_fix,major,documentation,should_fix
544,112,procedural,critical,style,must_fix,critical,style,must_fix
545,112,procedural,major,style,should_fix,major,style,should_fix
546,112,procedural,critical,documentation,must_fix,critical,documentation,must_fix
547,112,procedural,critical,design,must_fix,critical,design,must_fix
548,112,procedural,minor,style,consider_fixing,minor,style,ignore
549,112,procedural,trivial,design,ignore,trivial,design,ignore
550,113,functional,trivial,design,ignore,trivial,bug,ignore
551,113,functional,trivial,documentation,ignore,trivial,documentation,ignore
552,113,functional,trivial,design,ignore,minor,documentation,ignore
553,113,functional,minor,design,consider_fixing,minor,design,consider_fixing
554,114,object_oriented,major,style,should_fix,major,style,should_fix
555,114,object_oriented,major,bug,ignore,critical,bug,ignore
556,114,object_oriented,major,style,should_fix,minor,style,should_fix
557,114,object_oriented,minor,design,consider_fixing,minor,design,must_fix
558,114,object_oriented,minor,style,consider_fixing,minor,style,consider_fixing
559,115,functional,minor,performance,consider_fixing,minor,performance,consider_fixing
560,115,functional,minor,performance,consider_fixing,minor,performance,should_fix
561,115,functional,minor,bug,must_fix,minor,bug,must_fix
562,115,functional,minor,performance,should_fix,minor,performance,should_fix
563,116,object_oriented,minor,performance,consider_fixing,minor,performance,consider_fixing
564,116,object_oriented,major,performance,should_fix,major,design,should_fix
565,116,object_oriented,major,documentation,should_fix,major,documentation,should_fix
566,116,object_oriented,trivial,design,ignore,trivial,design,ignore
567,116,object_oriented,trivial,design,ignore,trivial,design,ignore
568,117,procedural,trivial,bug,consider_fixing,trivial,bug,consider_fixing
569,117,procedural,critical,documentation,must_fix,critical,documentation,should_fix
570,117,procedural,major,bug,should_fix,critical,bug,must_fix
571,117,procedural,minor,performance,consider_fixing,minor,performance,consider_fixing
572,117,procedural,minor,documentation,consider_fixing,minor,documentation,consider_fixing
573,117,procedural,major,documentation,should_fix,major,documentation,should_fix
574,118,object_oriented,major,documentation,must_fix,major,documentation,must_fix
575,118,object_oriented,critical,design,must_fix,critical,design,must_fix
576,118,object_oriented,minor,style,should_fix,trivial,style,should_fix
577,118,object_oriented,major,bug,should_fix,major,design,should_fix
578,118,object_oriented,major,documentation,should_fix,major,style,should_fix
579,118,object_oriented,minor,performance,consider_fixing,minor,documentation,consider_fixing
580,119,procedural,major,design,should_fix,major,performance,should_fix
581,119,procedural,trivial,documentation,ignore,trivial,documentation,ignore
582,120,functional,major,design,must_fix,major,design,must_fix
583,120,functional,minor,style,consider_fixing,minor,style,consider_fixing
584,120,functional,minor,documentation,consider_fixing,minor,documentation,consider_fixing
585,120,functional,minor,documentation,ignore,minor,documentation,ignore
586,121,procedural,major,style,should_fix,major,style,should_fix
587,121,procedural,critical,bug,must_fix,critical,bug,must_fix
588,121,procedural,critical,documentation,must_fix,critical,documentation,must_fix
589,121,procedural,minor,documentation,consider_fixing,minor,documentation,consider_fixing
590,122,functional,major,style,ignore,major,style,ignore
591,122,functional,minor,bug,must_fix,minor,bug,must_fix
592,122,functional,minor,design,consider_fixing,minor,design,consider_fixing
593,122,functional,minor,style,consider_fixing,minor,style,consider_fixing
594,122,functional,major,performance,must_fix,major,performance,must_fix
595,122,functional,major,documentation,should_fix,major,documentation,should_fix
596,122,functional,critical,documentation,must_fix,minor,documentation,must_fix
597,123,object_oriented,major,performance,should_fix,major,documentation,should_fix
598,123,object_oriented,major,bug,must_fix,major,bug,must_fix
599,123,object_oriented,major,bug,should_fix,critical,bug,should_fix
600,123,object_oriented,trivial,bug,ignore,trivial,bug,ignore
601,123,object_oriented,minor,performance,consider_fixing,minor,performance,consider_fixing
602,123,object_oriented,trivial,documentation,ignore,trivial,documentation,ignore
603,123,object_oriented,major,design,must_fix,major,design,must_fix
604,123,object_oriented,trivial,bug,consider_fixing,trivial,bug,consider_fixing
605,123,object_oriented,minor,style,ignore,minor,style,ignore
606,124,functional,trivial,performance,ignore,trivial,performance,consider_fixing
607,124,functional,minor,style,should_fix,minor,performance,should_fix
608,124,functional,trivial,style,ignore,trivial,style,ignore
609,125,object_oriented,minor,documentation,consider_fixing,minor,documentation,consider_fixing
610,125,object_oriented,minor,style,must_fix,minor,style,must_fix
611,125,object_oriented,critical,performance,must_fix,critical,performance,must_fix
612,126,procedural,critical,bug,must_fix,critical,bug,must_fix
613,126,procedural,critical,performance,must_fix,critical,performance,must_fix
614,126,procedural,major,design,should_fix,major,design,should_fix
615,126,procedural,critical,documentation,must_fix,critical,documentation,should_fix
616,127,object_oriented,critical,style,must_fix,critical,design,should_fix
617,127,object_oriented,trivial,design,ignore,trivial,design,ignore
618,127,object_oriented,trivial,documentation,ignore,trivial,documentation,ignore
619,128,procedural,critical,design,must_fix,critical,design,must_fix
620,128,procedural,minor,style,consider_fixing,minor,style,consider_fixing
621,128,procedural,major,performance,should_fix,major,documentation,should_fix
622,128,procedural,minor,design,consider_fixing,minor,design,should_fix
623,128,procedural,major,performance,should_fix,major,performance,should_fix
624,129,functional,minor,performance,ignore,minor,performance,ignore
625,129,functional,minor,style,should_fix,minor,style,should_fix
626,129,functional,minor,design,consider_fixing,minor,design,consider_fixing
627,129,functional,trivial,performance,ignore,trivial,performance,ignore
628,129,functional,minor,bug,consider_fixing,major,bug,consider_fixing
629,129,functional,trivial,bug,ignore,trivial,bug,consider_fixing
630,129,functional,major,design,should_fix,major,design,should_fix
631,130,procedural,major,bug,should_fix,major,bug,should_fix
632,130,procedural,major,design,should_fix,major,bug,should_fix
633,131,functional,trivial,design,consider_fixing,trivial,design,consider_fixing
634,131,functional,critical,performance,must_fix,critical,performance,must_fix
635,131,functional,minor,style,consider_fixing,minor,style,consider_fixing
636,131,functional,minor,performance,consider_fixing,minor,performance,should_fix
637,131,functional,major,design,should_fix,major,design,should_fix
638,131,functional,critical,style,must_fix,critical,style,must_fix
639,131,functional,trivial,performance,ignore,trivial,documentation,ignore
640,131,functional,critical,design,must_fix,critical,design,must_fix
641,132,object_oriented,trivial,style,consider_fixing,trivial,bug,consider_fixing
642,132,object_oriented,major,performance,should_fix,critical,performance,must_fix
643,132,object_oriented,major,design,should_fix,critical,design,should_fix
644,132,object_oriented,major,design,should_fix,major,design,should_fix
645,132,object_oriented,trivial,style,ignore,trivial,style,ignore
646,133,functional,major,style,should_fix,major,style,should_fix
647,133,functional,trivial,documentation,ignore,trivial,documentation,ignore
648,133,functional,minor,style,consider_fixing,major,style,consider_fixing
649,133,functional,major,style,should_fix,major,style,should_fix
650,133,functional,minor,documentation,consider_fixing,minor,documentation,consider_fixing
651,133,functional,minor,performance,consider_fixing,minor,performance,consider_fixing
652,134,object_oriented,trivial,documentation,ignore,trivial,documentation,consider_fixing
653,134,object_oriented,major,design,should_fix,major,design,should_fix
654,134,object_oriented,major,documentation,consider_fixing,major,documentation,consider_fixing
655,134,object_oriented,major,bug,should_fix,major,bug,should_fix
656,135,procedural,critical,style,must_fix,critical,documentation,must_fix
657,135,procedural,trivial,design,ignore,minor,design,ignore
658,135,procedural,major,performance,must_fix,major,performance,must_fix
659,135,procedural,minor,style,consider_fixing,major,design,consider_fixing
660,135,procedural,major,documentation,should_fix,major,documentation,should_fix
661,136,object_oriented,minor,performance,should_fix,minor,performance,should_fix
662,136,object_oriented,minor,documentation,should_fix,minor,documentation,should_fix
663,136,object_oriented,trivial,performance,ignore,trivial,performance,ignore
664,136,object_oriented,critical,style,must_fix,critical,style,must_fix
665,136,object_oriented,minor,style,should_fix,minor,style,should_fix
666,136,object_oriented,major,performance,must_fix,major,performance,must_fix
667,136,object_oriented,minor,performance,must_fix,minor,performance,must_fix
668,136,object_oriented,trivial,bug,ignore,trivial,bug,ignore
669,136,object_oriented,trivial,documentation,ignore,trivial,documentation,should_fix
670,137,procedural,trivial,performance,ignore,trivial,performance,ignore
671,137,procedural,critical,performance,must_fix,critical,performance,must_fix
672,137,procedural,major,documentation,should_fix,critical,documentation,should_fix
673,138,functional,trivial,documentation,ignore,trivial,documentation,ignore
674,138,functional,major,bug,must_fix,major,bug,must_fix
675,138,functional,minor,design,consider_fixing,minor,design,consider_fixing
676,138,functional,minor,bug,should_fix,minor,bug,should_fix
677,139,procedural,critical,design,must_fix,critical,design,must_fix
678,139,procedural,major,documentation,should_fix,major,documentation,should_fix
679,139,procedural,major,style,should_fix,critical,style,should_fix
680,139,procedural,critical,documentation,must_fix,critical,style,must_fix
681,139,procedural,major,bug,must_fix,major,bug,must_fix
682,140,functional,critical,performance,must_fix,critical,performance,must_fix
683,140,functional,minor,bug,consider_fixing,minor,style,consider_fixing
684,140,functional,minor,design,should_fix,minor,design,should_fix
685,140,functional,trivial,bug,ignore,trivial,bug,ignore
686,141,object_oriented,minor,performance,should_fix,minor,style,consider_fixing
687,141,object_oriented,major,performance,should_fix,major,performance,should_fix
688,141,object_oriented,major,design,consider_fixing,major,design,consider_fixing
689,142,functional,minor,performance,should_fix,minor,design,should_fix
690,142,functional,minor,performance,consider_fixing,minor,performance,consider_fixing
691,142,functional,trivial,bug,ignore,trivial,design,ignore
692,142,functional,major,performance,must_fix,major,performance,must_fix
693,142,functional,minor,design,should_fix,minor,design,should_fix
694,142,functional,minor,documentation,consider_fixing,trivial,documentation,consider_fixing
695,142,functional,minor,performance,consider_fixing,minor,performance,consider_fixing
696,142,functional,minor,design,consider_fixing,minor,performance,consider_fixing
697,142,functional,trivial,performance,ignore,trivial,design,ignore
698,143,object_oriented,major,bug,should_fix,major,bug,should_fix
699,143,object_oriented,major,documentation,should_fix,major,documentation,should_fix
700,143,object_oriented,critical,documentation,must_fix,critical,documentation,must_fix
701,143,object_oriented,trivial,design,ignore,trivial,documentation,should_fix
702,144,procedural,minor,performance,consider_fixing,minor,performance,consider_fixing
703,144,procedural,critical,performance,consider_fixing,critical,performance,consider_fixing
704,144,procedural,critical,documentation,must_fix,critical,documentation,must_fix
705,144,procedural,major,design,should_fix,major,style,should_fix
706,144,procedural,major,performance,ignore,minor,performance,ignore
707,145,object_oriented,trivial,documentation,ignore,trivial,documentation,ignore
708,145,object_oriented,minor,style,consider_fixing,minor,style,consider_fixing
709,145,object_oriented,critical,documentation,must_fix,critical,documentation,should_fix
710,145,object_oriented,critical,performance,should_fix,critical,performance,should_fix
711,146,procedural,major,performance,must_fix,major,performance,must_fix
712,146,procedural,critical,design,must_fix,critical,design,must_fix
713,146,procedural,critical,performance,must_fix,critical,documentation,must_fix
714,146,procedural,major,performance,consider_fixing,major,performance,should_fix
715,146,procedural,major,bug,should_fix,major,performance,should_fix
716,147,functional,minor,documentation,consider_fixing,minor,documentation,consider_fixing
717,147,functional,minor,style,consider_fixing,minor,style,consider_fixing
718,147,functional,minor,design,consider_fixing,critical,design,consider_fixing
719,147,functional,trivial,documentation,should_fix,trivial,documentation,should_fix
720,147,functional,trivial,performance,ignore,trivial,performance,ignore
721,148,procedural,minor,design,should_fix,trivial,design,should_fix
722,148,procedural,major,bug,should_fix,critical,bug,should_fix
723,148,procedural,major,design,should_fix,major,design,should_fix
724,148,procedural,major,performance,consider_fixing,major,performance,should_fix
725,148,procedural,critical,performance,should_fix,critical,performance,must_fix
726,148,procedural,major,design,should_fix,major,design,should_fix
727,148,procedural,critical,performance,must_fix,critical,performance,must_fix
728,148,procedural,minor,bug,consider_fixing,critical,bug,consider_fixing
729,148,procedural,critical,design,must_fix,critical,design,must_fix
730,149,functional,minor,documentation,consider_fixing,minor,documentation,ignore
731,149,functional,critical,style,must_fix,critical,design,must_fix
732,149,functional,trivial,style,consider_fixing,critical,style,consider_fixing
733,149,functional,major,documentation,should_fix,major,documentation,should_fix
734,149,functional,minor,design,should_fix,minor,design,should_fix
735,150,object_oriented,minor,performance,consider_fixing,minor,performance,consider_fixing
736,150,object_oriented,major,design,should_fix,major,design,consider_fixing
737,150,object_oriented,minor,style,consider_fixing,trivial,style,consider_fixing
738,150,object_oriented,minor,bug,consider_fixing,minor,bug,consider_fixing
739,150,object_oriented,minor,performance,consider_fixing,minor,performance,ignore
740,150,object_oriented,major,design,should_fix,major,design,should_fix
741,150,object_oriented,trivial,documentation,consider_fixing,trivial,documentation,consider_fixing
742,150,object_oriented,trivial,design,ignore,trivial,design,ignore
